id,Date,number of bedrooms,number of bathrooms,living area,lot area,number of floors,waterfront present,number of views,condition of the house,Price
6762810582,42540,5,3.25,3840,4800,3,0,3,3,1460000
6762810751,42540,4,2.25,2870,6280,1.5,0,0,4,1330000
6762810769,42540,4,3.5,4410,36200,2,0,0,3,1320000
6762810799,42540,5,4,3366,7800,2.5,0,2,3,1300000
6762810926,42540,7,5.5,6630,13782,2,0,0,3,1240000
6762810945,42540,5,3.25,3240,6551,1.5,0,4,4,1230000
6762811143,42540,6,4.25,6900,244716,2,0,0,4,1140000
6762811269,42540,3,3,4910,43560,2,0,0,4,1080000
6762811536,42540,4,4.5,3850,13551,2,0,2,3,995000
6762811614,42540,3,1.5,1700,14133,1,0,1,4,979000
6762811651,42540,3,2.75,2470,10125,2,0,0,3,970500
6762811751,42540,4,2.5,3360,11548,2,0,0,3,950000
6762811752,42540,3,3.25,3050,18892,1,1,4,4,950000
6762811897,42540,4,2,3140,10437,1,0,0,4,925000
6762811898,42540,4,2.75,3730,8014,2,0,0,3,925000
6762811973,42540,3,3.25,2660,4000,2,0,0,3,915000
6762812031,42540,4,3.5,2970,14486,2,0,0,3,905000
6762812186,42540,3,2.25,2060,9552,1,0,0,4,885000
6762812320,42540,4,3,3740,30884,2,0,0,3,869000
6762812461,42540,3,2.25,2870,8170,2,0,0,3,850000
6762812668,42540,5,2.25,2780,10192,2,0,0,4,830000
6762812851,42540,3,3.25,3240,8338,2,0,0,3,812000
6762812970,42540,4,2.75,3150,7035,2,0,0,3,800000
6762813108,42540,4,1.75,2050,10920,1,0,3,3,790000
6762813214,42540,3,2.25,2140,3000,2,0,0,3,780000
6762813280,42540,4,2.5,2970,4400,2,0,0,3,775950
6762813568,42540,2,2.5,2770,7781,2,0,0,3,754800
6762813985,42540,4,3.25,3940,27591,2,0,3,3,725000
6762813986,42540,6,1.75,2380,4080,2,0,0,3,725000
6762813987,42540,3,3.5,3690,8837,2,0,0,3,725000
6762814155,42540,4,2.5,3290,6628,2,0,0,3,715000
6762814688,42540,5,2.75,3260,11700,1,0,0,3,681500
6762814965,42540,4,2.25,2870,5453,2,0,1,4,665900
6762815056,42540,4,3.25,3030,9273,2,0,0,5,660000
6762815182,42540,3,3.25,1530,1565,2,0,0,3,654000
6762815240,42540,4,2.5,3040,6587,2,0,0,3,650000
6762815471,42540,2,1.75,1760,4400,1,0,0,4,640000
6762815634,42540,4,2.5,2090,10306,2,0,0,3,632500
6762815759,42540,3,2.5,2440,4800,2,0,0,3,625000
6762815853,42540,3,2.5,1850,7777,2,0,0,5,623000
6762816188,42540,4,2.5,2620,7553,2,0,0,3,605000
6762816291,42540,2,1,1040,3600,1,0,0,4,600000
6762816468,42540,3,2.75,3290,22649,2,0,0,4,595000
6762816651,42540,3,3.5,1890,1710,2,0,0,3,587206
6762817191,42540,4,2.75,3260,4900,2,0,0,3,565000
6762817794,42540,5,2.5,2200,4080,1.5,0,0,5,547000
6762818423,42540,3,2.25,1750,1879,3,0,0,3,525000
6762818836,42540,4,1,1360,6000,1.5,0,0,3,511500
6762819568,42540,4,2,2120,11479,1,0,0,4,489000
6762819580,42540,4,2.25,2170,9665,1,0,0,4,488800
6762819727,42540,4,3,1630,6250,1,0,0,5,482500
6762819771,42540,4,1,2080,5500,1,0,0,3,480000
6762819894,42540,3,1.75,1780,8085,1,0,0,3,477000
6762820558,42540,3,2.5,1870,5013,2,0,0,3,458000
6762820592,42540,3,1.5,1440,28516,1,0,0,4,456000
6762820617,42540,3,2.25,1470,4653,2,0,0,4,455000
6762820618,42540,4,2.25,2450,21000,1,0,2,4,455000
6762820785,42540,3,2,1430,3480,1,0,0,3,450000
6762820995,42540,4,2.5,2510,6853,2,0,2,3,448000
6762821137,42540,4,2.5,2040,21781,2,0,0,3,443500
6762821191,42540,3,2.75,1910,7280,1,0,0,3,441000
6762821420,42540,5,3,3110,12429,1,0,0,3,436500
6762821847,42540,3,2.5,2540,5612,2,0,0,3,425000
6762821848,42540,3,2.25,1790,10209,1,0,0,3,425000
6762822063,42540,5,2.75,2280,10319,1,0,0,3,420000
6762822064,42540,5,3,2630,3149,2,0,0,3,420000
6762822415,42540,2,1,1260,3960,1,0,0,3,412000
6762822636,42540,3,1,1460,10000,1.5,0,0,3,405000
6762822815,42540,3,1,1430,10005,1.5,0,0,4,400000
6762822816,42540,4,1.75,2670,189486,2,0,4,3,400000
6762822817,42540,4,2.25,2420,7927,1,0,0,4,400000
6762823059,42540,4,2.5,2320,11717,2,0,0,3,397000
6762823108,42540,3,1,1500,4000,1,0,0,3,395000
6762823255,42540,3,1,1160,3750,1.5,0,0,3,390000
6762823636,42540,3,1.5,1520,4288,1,0,0,3,380000
6762823778,42540,4,2.5,1890,12236,1,0,0,3,378000
6762824035,42540,4,2.5,2550,4770,2,0,0,3,371000
6762824503,42540,3,2.25,1940,11612,1,0,0,4,359950
6762824520,42540,5,2.25,2290,7420,1,0,0,3,359900
6762824642,42540,4,2.5,2040,8265,2,0,0,3,355000
6762824643,42540,2,1,1240,10800,1,0,1,3,355000
6762825319,42540,3,1.75,1880,11249,1,0,0,3,340000
6762825417,42540,3,2.5,2570,4600,2,0,0,3,339990
6762825502,42540,4,3,2240,8504,2,0,0,3,337000
6762825721,42540,3,2,1510,7884,1,0,0,3,332000
6762825764,42540,3,2.25,1860,11227,2,0,0,3,330000
6762825871,42540,3,2.5,1820,8085,2,0,0,3,329950
6762826009,42540,2,1,840,4239,1,0,0,3,325000
6762827510,42540,3,1.5,1860,60960,1,0,0,4,291000
6762827880,42540,4,2,1890,6302,2,0,0,3,282000
6762827932,42540,3,2,1470,8089,1,0,0,3,280000
6762828051,42540,4,2,2200,7700,1,0,0,3,279000
6762828702,42540,4,1,1810,7500,1,0,0,2,264950
6762829210,42540,1,1,800,16306,1,0,0,2,250000
6762829463,42540,1,0.75,380,15000,1,0,0,3,245000
6762829763,42540,3,1,1300,8160,1,0,0,4,237000
6762830363,42540,2,2,1310,2841,2,0,0,3,218000
6762830420,42540,4,2.5,1960,11600,1,0,0,5,215000
6762830545,42540,2,2,1680,5756,2,0,0,4,210000
6762830685,42540,3,1,960,7314,1,0,0,5,205000
6762830740,42540,3,1,1150,7156,1,0,0,4,203000
6762830787,42540,3,2.25,1230,7420,1.5,0,0,5,200000
6762830788,42540,2,1,860,6600,1,0,0,5,200000
6762831192,42540,2,1,1020,5130,1,0,0,4,175000
6762811212,42541,3,2.5,2200,20000,1,0,1,3,1100000
6762811872,42541,3,2.5,3290,6830,2,0,0,3,930000
6762812519,42541,4,2,2160,6300,1.5,0,1,4,849000
6762813608,42541,3,1.75,2610,5544,1.5,0,0,3,750000
6762815518,42541,4,2.25,2330,8994,2,0,0,3,639500
6762821154,42541,4,1.75,1780,2788,1,0,0,4,442900
6762822207,42541,4,1.5,1550,9176,1,0,0,3,418000
6762823842,42541,2,1,1230,1820,2,0,0,4,375000
6762812281,42542,4,3.5,3530,14406,2,0,1,3,874150
6762812864,42542,4,2.5,2810,10613,2,0,0,3,810000
6762812955,42542,3,1.75,2870,5000,1.5,0,0,4,802000
6762813892,42542,4,2.5,2130,7300,1,0,0,4,732600
6762814617,42542,4,2.5,2370,10083,2,0,0,5,687000
6762817192,42542,2,1.75,1330,6000,1,0,0,4,565000
6762817829,42542,4,2.5,2090,6023,2,0,0,3,545000
6762819087,42542,4,2.5,2040,8400,1,0,0,3,500000
6762819772,42542,2,2.25,1490,6770,1.5,0,0,3,480000
6762821333,42542,3,2.5,2050,40003,1,0,0,4,439500
6762823982,42542,4,2.5,2580,6260,2,0,0,3,374000
6762825765,42542,4,2.5,2380,13550,2,0,0,3,330000
6762810043,42543,3,4.5,5230,17826,2,1,4,3,3400000
6762810210,42543,4,3.5,4230,20377,2,0,0,3,2080000
6762810367,42543,3,2.75,2810,18731,2,1,4,4,1700000
6762810474,42543,4,2.5,4570,74487,2,0,4,5,1580000
6762810830,42543,3,2.5,2190,11394,1,0,0,3,1290000
6762810967,42543,4,3.75,3520,3944,1.5,0,0,5,1220000
6762811042,42543,4,2.5,3160,13194,2,0,0,5,1190000
6762812032,42543,4,3.25,3440,7661,2,0,0,3,905000
6762812033,42543,5,3.5,3500,10155,2,0,0,3,905000
6762812097,42543,3,1,1480,6978,2,0,0,4,899000
6762812619,42543,4,2.5,3030,29163,2,0,0,3,835000
6762812658,42543,5,2.5,4470,35124,2.5,0,0,3,831500
6762812916,42543,4,2.5,2500,206474,1,0,0,3,806000
6762812971,42543,3,2.25,2380,11824,1,0,0,4,800000
6762812972,42543,4,3,3520,4895,1,0,0,3,800000
6762813215,42543,4,3.5,3910,59863,2,0,0,4,780000
6762813286,42543,4,2.5,2300,6158,2,0,0,3,775000
6762813609,42543,3,2,1820,5000,1.5,0,0,4,750000
6762813850,42543,4,2.25,2270,5102,1,0,0,5,735000
6762813988,42543,3,1.75,1610,8613,1,0,0,5,725000
6762813989,42543,4,2.5,3420,30410,2,0,0,3,725000
6762814156,42543,4,2.5,2650,30500,1,0,0,4,715000
6762814547,42543,2,1,970,4560,1,0,0,4,690000
6762814633,42543,2,1.5,1300,1676,1,0,2,3,685000
6762814802,42543,4,2.5,2810,11120,2,0,0,3,675000
6762814898,42543,3,2.5,3310,5300,2,0,2,3,670000
6762815013,42543,5,3,3190,7081,1,0,2,3,664950
6762815057,42543,3,3.25,1980,2850,3,0,0,3,660000
6762815241,42543,4,2.5,2400,7351,2,0,0,3,650000
6762815344,42543,3,2.5,1500,1375,2,0,0,3,649950
6762815355,42543,2,1.75,2260,280962,2,0,2,3,649000
6762815625,42543,4,3.5,2960,6000,2,0,0,3,633634
6762815995,42543,5,2,2130,4180,1.5,0,0,5,615000
6762816244,42543,6,2.75,2660,8400,1,0,0,5,603500
6762816292,42543,3,2.5,2260,10153,2,0,0,3,600000
6762816552,42543,4,2.5,3220,7875,1.5,0,0,4,590000
6762816862,42543,3,2.5,1640,1269,3,0,0,3,579000
6762816894,42543,3,2.5,2060,5750,1,0,0,3,577000
6762817135,42543,4,2,1730,3884,1,0,0,5,569000
6762817279,42543,3,2.25,1300,907,2,0,0,3,562500
6762817327,42543,3,2.5,1960,12476,2,0,0,4,560000
6762817328,42543,4,2.5,2300,7989,2,0,0,3,560000
6762817588,42543,3,2.5,1900,3255,2,0,0,3,550000
6762817589,42543,3,1.75,1840,8086,1,0,0,4,550000
6762818424,42543,2,1,1080,3500,1,0,3,3,525000
6762818728,42543,5,3.25,2910,5027,2,0,0,3,515000
6762819049,42543,6,2.5,2890,8122,1,0,0,3,502000
6762819088,42543,3,1,1150,5100,2,0,0,3,500000
6762819314,42543,3,2.25,1630,3817,2,0,0,3,497000
6762819354,42543,3,2,2950,12196,2,0,0,4,495000
6762819420,42543,4,2.5,1830,7345,1,0,0,4,494000
6762819454,42543,4,2.5,1540,1860,2,0,0,3,491234
6762819475,42543,3,2.25,1470,2500,2,0,0,3,490000
6762819859,42543,3,2.25,2110,11319,2,0,0,4,479000
6762820097,42543,3,1.75,1800,6000,1,0,0,5,471001
6762820121,42543,3,2.5,2150,8221,2,0,0,3,470000
6762820443,42543,5,2.5,3390,9760,1,0,0,5,460000
6762820512,42543,4,2.5,2000,6107,2,0,0,3,459950
6762820547,42543,3,2,1890,1599,2,0,0,3,458500
6762820699,42543,4,1.75,2120,50965,1,0,0,4,453000
6762820786,42543,4,1.75,2160,4333,1,0,0,4,450000
6762820963,42543,3,2.25,1780,7280,1,0,2,3,449500
6762820972,42543,4,2.5,1850,5040,1,0,0,3,449000
6762821035,42543,2,1,2550,21675,1,0,1,4,446000
6762821159,42543,3,1.75,1600,10280,1,0,0,3,442500
6762821175,42543,4,2.5,2520,7253,2,0,0,3,442000
6762821225,42543,3,1.75,1560,7207,1,0,0,3,440000
6762821648,42543,2,1.5,950,4625,1,0,0,4,430000
6762821649,42543,3,1.75,1300,12731,1,0,0,3,430000
6762821849,42543,2,1,880,6413,1,0,0,3,425000
6762821850,42543,3,2.25,1580,39189,1,0,0,3,425000
6762822065,42543,3,2,1200,5029,1,0,0,3,420000
6762822284,42543,4,2.5,2170,8518,1,0,3,3,415000
6762822637,42543,2,1,860,2599,1,0,0,4,405000
6762822638,42543,3,2.25,1520,1245,3,0,0,3,405000
6762822717,42543,3,1,1830,8004,1,0,0,3,403500
6762822746,42543,2,0.75,1020,1350,2,0,0,3,402101
6762822818,42543,4,1.75,1700,20283,1.5,0,0,3,400000
6762822943,42543,3,1.75,1560,5223,1,0,0,4,399950
6762823077,42543,3,1.75,2390,7149,1,0,0,3,396500
6762823367,42543,3,1.75,1880,12821,1,0,0,3,389800
6762823474,42543,3,3.25,1630,1677,3,0,0,3,385000
6762823475,42543,4,2.75,2700,37011,2,0,0,3,385000
6762823843,42543,4,2.5,1870,7471,2,0,0,3,375000
6762824254,42543,4,2,1940,25600,1,0,0,1,365000
6762824364,42543,2,1.5,940,1768,2,0,0,3,362500
6762824372,42543,3,2.5,2430,15264,2,0,0,3,362300
6762824414,42543,4,1.5,1720,6417,1,0,0,3,360000
6762824851,42543,7,3,2800,9569,1,0,2,3,350000
6762824852,42543,3,1.75,1660,10150,1.5,0,0,3,350000
6762825030,42543,3,2,2420,38781,1,0,0,5,349900
6762825095,42543,3,1,1270,8400,1,0,0,3,347000
6762825117,42543,3,1.75,1270,8100,1,0,0,3,346000
6762825123,42543,3,2.5,2110,4118,2,0,0,3,345950
6762825129,42543,3,3.75,1950,8625,1,0,0,3,345100
6762825145,42543,3,1,1140,4200,2,0,0,4,345000
6762825146,42543,3,1.5,1420,1192,2,0,0,3,345000
6762825503,42543,3,1.75,1310,12750,1,0,0,3,337000
6762825565,42543,1,1,720,5100,1,0,0,3,335000
6762825669,42543,4,1.5,1150,9360,1.5,0,0,3,334000
6762825890,42543,3,2.5,2242,4995,2,0,0,3,329900
6762825977,42543,3,1,1030,9834,1,0,0,3,326000
6762826172,42543,4,1.75,2110,7208,1,0,0,3,324000
6762826210,42543,4,2.25,2010,19000,2,0,0,4,322200
6762826255,42543,3,2.5,2280,7417,2,0,0,3,320000
6762826256,42543,4,1.5,1890,43560,1,0,0,4,320000
6762826616,42543,5,3,2300,8214,2,0,0,3,312891
6762826689,42543,3,2.5,2540,4775,2,0,0,3,310000
6762827079,42543,4,2.5,2620,4469,2,0,0,3,300000
6762827080,42543,4,2.5,1840,5550,2,0,0,3,300000
6762827194,42543,2,1,1060,7200,1,0,0,4,299995
6762827505,42543,3,1,880,9238,1.5,0,0,5,291500
6762827520,42543,2,2,1610,17600,2,0,0,3,290900
6762827534,42543,3,1,1150,8145,1,0,0,4,290000
6762827728,42543,3,2.75,1100,750,2,0,0,3,286000
6762827765,42543,3,2.5,1660,6263,2,0,0,3,285000
6762827933,42543,2,1,1010,3000,1,0,0,4,280000
6762828175,42543,2,1,1180,6552,1,0,0,4,275000
6762828176,42543,3,1,1080,6000,1,0,0,4,275000
6762828467,42543,4,2.5,2540,8400,2,0,0,5,269950
6762828493,42543,3,1.75,1840,7412,1,0,0,4,269500
6762828616,42543,3,1,1620,9450,1.5,0,0,3,265000
6762828718,42543,3,1.75,1760,7482,1,0,0,4,264000
6762828775,42543,3,1.75,1390,18200,1,0,0,4,261350
6762828801,42543,4,2.5,2000,37045,2,0,0,3,260000
6762829334,42543,3,2,1310,6738,1,0,0,4,249900
6762829344,42543,2,1.75,1500,8645,1,0,0,4,249500
6762829351,42543,3,1,1000,19204,1,0,0,3,249000
6762829703,42543,3,1.75,1230,9600,1,0,0,4,239950
6762829802,42543,3,1,1170,11100,1,0,0,4,235000
6762829803,42543,6,3,2180,7956,2,0,0,3,235000
6762829804,42543,4,1.75,1450,8891,1.5,0,0,3,235000
6762829885,42543,2,1,870,11100,1,0,0,3,234000
6762829901,42543,3,2.25,1650,2958,2,0,0,3,233500
6762829954,42543,3,1,1530,389126,1.5,0,0,4,230000
6762830133,42543,3,1.75,1580,8820,1,0,0,4,225000
6762830421,42543,3,2,1340,8505,1,0,0,3,215000
6762830681,42543,2,1,880,6780,1,0,0,4,205425
6762830789,42543,3,1.5,1090,9600,1,0,0,4,200000
6762830840,42543,5,2.5,1740,8750,1,0,0,4,199950
6762831298,42543,3,1,1200,13100,1,0,0,3,165000
6762831335,42543,3,1.5,1270,2356,2,0,0,3,160797
6762810062,42544,4,5,4550,18641,1,1,4,3,3080000
6762810095,42544,5,2.75,3831,13800,2,1,4,3,2700000
6762810126,42544,5,4.75,6390,13180,2,0,0,3,2470000
6762810892,42544,4,2.5,3220,15600,1,0,0,5,1250000
6762810968,42544,4,3.75,3820,53574,1,0,0,3,1220000
6762811089,42544,3,2.5,2740,5925,2,0,2,3,1160000
6762811457,42544,2,2,1460,9052,1,0,2,5,1010000
6762811523,42544,4,2.25,2420,10200,2,0,0,4,998000
6762811654,42544,3,2.25,3060,9950,1.5,0,2,4,970000
6762811813,42544,4,1.75,2320,3825,1.5,0,0,5,941000
6762811899,42544,4,3,3580,35261,1.5,0,0,3,925000
6762812209,42544,4,2.5,3030,3841,3,0,0,3,880000
6762812249,42544,4,2.5,3220,22588,2,0,0,3,875000
6762812398,42544,4,2.25,3550,13900,1,0,0,3,859000
6762812462,42544,4,3.5,3920,37122,2,0,0,3,850000
6762812463,42544,4,3,3330,4000,1,0,0,3,850000
6762812538,42544,3,2,2540,4750,1.5,0,0,5,845000
6762812600,42544,3,2.5,3200,203425,1,0,0,3,839000
6762812798,42544,3,3.5,2130,6150,2,0,2,5,819000
6762813109,42544,4,3.5,3190,31450,2,0,0,3,790000
6762813457,42544,4,2.75,2610,8760,1,0,0,4,762500
6762813590,42544,4,3.25,3090,9571,2,0,0,3,751000
6762813728,42544,4,2.5,2440,4850,2,0,0,3,745641
6762813990,42544,4,2.5,2650,18295,2,0,0,3,725000
6762814590,42544,3,1.75,2200,9840,1,0,0,5,689000
6762814609,42544,4,1.75,2330,5000,1.5,0,0,4,687500
6762814673,42544,3,1.5,1820,5756,1.5,0,0,3,683500
6762814803,42544,3,3.5,2300,5611,1,0,0,3,675000
6762814974,42544,6,2.75,2840,8346,1,0,0,5,665000
6762815058,42544,2,2.25,2550,6000,2,0,0,5,660000
6762815472,42544,4,2.5,2341,9594,2,0,0,3,640000
6762815517,42544,4,2.5,2050,2772,2,0,0,3,639888
6762815644,42544,2,1,1130,2640,1,0,0,4,631500
6762815760,42544,3,2.5,2410,64073,1,0,0,4,625000
6762815891,42544,4,2.5,2450,55387,2,0,0,3,620000
6762815996,42544,2,1,1270,5000,1,0,0,3,615000
6762815997,42544,3,1.75,1720,4080,1,0,0,4,615000
6762816293,42544,4,1.75,1740,7700,1,0,0,5,600000
6762816294,42544,4,3.25,4690,14930,2,0,2,3,600000
6762816411,42544,5,2.75,2730,22572,1,0,0,3,599000
6762816603,42544,4,2.5,3190,8195,2,0,0,3,589950
6762816678,42544,3,2.5,2270,100545,2,0,0,3,585000
6762816929,42544,4,2.5,4620,20793,2,0,0,4,575000
6762816930,42544,3,2.25,2400,5000,1.5,0,0,4,575000
6762817760,42544,2,1,2034,13392,1,1,4,5,549000
6762818123,42544,3,2.5,2070,4132,2,0,0,3,535000
6762818254,42544,2,1.5,1580,3680,1,0,2,3,530000
6762818597,42544,3,1.75,2300,35722,1,0,0,3,520000
6762818670,42544,4,2.75,2520,14021,2,0,0,3,518000
6762818855,42544,3,2.25,1420,1309,3,0,0,3,510000
6762819050,42544,3,2,1300,14350,1,0,0,3,502000
6762819631,42544,3,2.5,1500,5412,1,0,0,5,485000
6762819719,42544,2,1.75,1240,3000,1.5,0,0,3,483000
6762820361,42544,3,1.75,1150,10466,1,0,0,5,464500
6762820567,42544,3,2.25,1430,2003,2,0,0,3,457500
6762820619,42544,4,2.5,2950,4502,2,0,0,3,455000
6762820620,42544,2,1.5,1200,1259,2,0,0,3,455000
6762821064,42544,4,1.75,1250,7400,1,0,0,5,445000
6762821226,42544,3,1.75,2000,9900,1,0,2,4,440000
6762821373,42544,3,1.75,1520,6380,1,0,0,3,438000
6762821408,42544,4,2.5,1890,8505,1,0,0,3,437000
6762821851,42544,3,2.5,1930,4500,2,0,0,3,425000
6762821852,42544,4,1.5,1600,6180,1.5,0,0,3,425000
6762822066,42544,3,2.5,2140,3821,2,0,0,3,420000
6762822285,42544,3,1.75,1070,8000,1,0,0,3,415000
6762822286,42544,3,2.5,2280,6031,2,0,0,3,415000
6762822639,42544,3,2.5,3170,12750,2,0,0,3,405000
6762822640,42544,3,2.75,1310,7300,1,0,0,3,405000
6762822641,42544,3,1,1410,8053,1,0,0,4,405000
6762822819,42544,3,2,1230,11413,1,0,0,3,400000
6762822820,42544,3,2.5,2970,23100,1,0,0,3,400000
6762823078,42544,3,2.5,2590,18980,1,0,0,4,396500
6762823109,42544,4,1.75,1540,5120,1,0,0,5,395000
6762823110,42544,3,2.5,1600,1936,2,0,0,3,395000
6762823637,42544,3,2.25,1860,15559,2,0,0,4,380000
6762823752,42544,3,2.5,1740,30886,2,0,0,3,379000
6762824204,42544,3,1,1660,11783,1,0,0,4,367500
6762824229,42544,3,1.75,1840,11440,1,0,0,4,366000
6762824365,42544,4,1.75,1450,8450,1,0,0,3,362500
6762824415,42544,3,1.75,1500,7200,1,0,0,3,360000
6762824561,42544,3,1.5,1810,100188,1,0,0,5,358000
6762824644,42544,2,2.25,930,747,2,0,0,3,355000
6762824853,42544,2,1,740,7680,1,0,0,4,350000
6762824854,42544,4,3,2560,5606,2,0,0,3,350000
6762825009,42544,4,2.5,2090,5289,2,0,0,3,349950
6762825060,42544,3,1.5,1360,10726,1,0,0,4,348500
6762825244,42544,4,1.75,1760,6204,1,0,2,4,343500
6762825265,42544,2,1.75,1210,7507,1,0,0,3,342500
6762825449,42544,4,2,2470,5080,1.5,0,0,3,339000
6762825450,42544,3,1,1100,4128,1,0,0,4,339000
6762825523,42544,3,1,1480,7284,1,0,0,3,336500
6762825872,42544,2,1,900,5220,1,0,0,4,329950
6762825903,42544,2,1.5,830,1119,2,0,0,3,329445
6762826010,42544,3,1,850,6906,1,0,0,3,325000
6762826141,42544,3,1.5,1460,8710,1,0,0,3,324950
6762826373,42544,4,2.5,2510,7992,1,0,0,3,319000
6762826422,42544,5,2.5,2360,11375,1,0,0,4,317000
6762826581,42544,4,1.75,2700,27072,1,0,0,3,314900
6762826897,42544,4,2.25,2210,9371,2,0,0,4,305000
6762826990,42544,4,2,1310,8454,1,0,0,4,304000
6762827081,42544,3,1,2150,7007,1,0,0,3,300000
6762827082,42544,2,1,750,5120,1,0,0,4,300000
6762827359,42544,2,1,650,5400,1,0,0,3,295000
6762827360,42544,3,1.75,2000,7560,1,0,0,4,295000
6762827646,42544,3,2.5,1970,9607,2,0,0,3,289000
6762828177,42544,3,1,990,9253,1,0,0,3,275000
6762828932,42544,3,1,1490,7435,1,0,0,3,258000
6762828947,42544,2,2,1180,9265,1,0,0,3,257500
6762829148,42544,3,2.25,1670,7881,1,0,0,4,252000
6762829778,42544,4,2.75,2000,5827,2,0,0,3,236000
6762829955,42544,4,1.75,1850,6000,1,0,0,4,230000
6762830134,42544,3,1.75,1330,13102,1,0,0,3,225000
6762830364,42544,3,1,880,18205,1,0,0,4,218000
6762830365,42544,3,1.5,1330,7600,1,0,0,4,218000
6762830546,42544,2,1,970,5500,1,0,0,3,210000
6762830864,42544,3,1,1000,8512,1,0,0,3,199000
6762830946,42544,3,1,1050,7577,1,0,0,3,194000
6762831341,42544,3,1.5,1010,9600,1,0,0,4,160000
6762831489,42544,2,1,690,5280,1,0,0,4,139000
6762810155,42545,4,3.25,4250,8570,2,0,0,3,2300000
6762810368,42545,5,3.5,5850,22885,2,0,2,4,1700000
6762810705,42545,3,1.5,2680,4775,2,0,2,5,1360000
6762810752,42545,3,1.5,1940,2885,1.5,0,2,3,1330000
6762810845,42545,4,3.5,4660,17398,2,0,2,3,1280000
6762810946,42545,4,3.5,3770,37034,2,0,0,3,1230000
6762811002,42545,4,1.75,3990,13470,2,0,0,3,1200000
6762811110,42545,3,2,2110,18815,2,0,0,5,1150000
6762811144,42545,4,2.25,3310,127631,2,0,0,5,1140000
6762811299,42545,5,3.25,3370,7947,2,0,0,3,1070000
6762811458,42545,4,4.5,4225,284011,2,0,0,4,1010000
6762811537,42545,3,4.5,4380,47044,2,1,3,3,995000
6762811625,42545,5,3,2620,5477,2,0,0,3,975000
6762811723,42545,5,3.25,3160,5000,2,0,2,3,957000
6762811991,42545,5,2.25,2370,15512,2,0,0,4,913888
6762812034,42545,5,3.5,3100,10200,1,0,4,3,905000
6762812152,42545,4,1,2550,4000,2,0,0,3,890000
6762812298,42545,4,2.75,2840,4000,1.5,0,0,5,870000
6762812377,42545,5,3.25,4500,9648,2,0,4,4,860000
6762812943,42545,4,2.5,3070,8086,2,0,0,3,804100
6762812973,42545,2,1,1740,5719,1,0,0,3,800000
6762813368,42545,4,2.5,3920,12415,2,0,0,3,770000
6762813466,42545,4,3.5,4000,15253,2,0,0,3,762000
6762813481,42545,4,2.5,2760,6000,2,0,0,5,760000
6762813610,42545,3,1.5,1840,5000,1.5,0,0,5,750000
6762813749,42545,5,2.5,2700,16570,1,0,0,4,744500
6762813774,42545,4,2.5,3000,10392,2,0,0,3,740000
6762813808,42545,5,2.5,2980,5377,2,0,0,3,739900
6762813991,42545,3,2.5,2610,7510,2,0,0,3,725000
6762813992,42545,4,2.5,2490,5170,2,0,0,4,725000
6762814355,42545,4,2.5,2770,5686,2,0,0,3,700000
6762814538,42545,5,2,2000,4211,1.5,0,2,4,690500
6762814699,42545,4,1.5,1880,6200,1,0,2,5,680000
6762815059,42545,3,2.75,2210,4000,2,0,0,3,660000
6762815134,42545,4,2.5,2180,3375,1.5,0,0,4,657000
6762815242,42545,4,2.75,1910,16532,1,0,0,4,650000
6762815395,42545,3,2.75,1850,16960,1,0,2,4,645000
6762815473,42545,33,1.75,1620,6000,1,0,0,5,640000
6762815761,42545,5,2.5,2700,21208,1,0,0,4,625000
6762816145,42545,4,2.5,2690,4736,2,0,0,3,608000
6762816386,42545,3,2.25,2680,9162,1,0,0,3,599990
6762816451,42545,4,4,3570,8250,2,0,0,3,597326
6762816462,42545,3,1.75,1870,9000,1,0,0,5,595888
6762816513,42545,3,2.25,1270,1406,2,0,0,3,594000
6762816514,42545,4,2.75,2720,4613,2,0,0,3,594000
6762816604,42545,5,3,2790,19439,1,0,3,5,589950
6762816679,42545,4,2.75,2890,6825,1,0,0,3,585000
6762816750,42545,3,2.5,1790,8144,2,0,0,3,583000
6762816881,42545,4,2.5,2070,5415,2,0,0,3,578000
6762816931,42545,3,2.25,1700,3333,1.5,0,0,3,575000
6762817013,42545,3,2.5,2380,6832,2,0,0,3,574000
6762817193,42545,2,1.75,1670,4008,1,0,0,3,565000
6762817266,42545,3,2.5,1400,1312,3.5,0,0,3,563500
6762817287,42545,2,0.75,1440,3700,1,0,0,3,562100
6762817422,42545,3,1.75,1900,11165,1,0,0,4,557500
6762817888,42545,4,2.5,2030,3974,2,0,0,3,544000
6762818228,42545,4,2.75,3110,5133,1,0,0,4,531500
6762818255,42545,5,2.25,2140,7910,1,0,0,3,530000
6762818657,42545,4,2.5,1950,2617,1.5,0,0,4,519000
6762818987,42545,3,2.5,1860,8060,2,0,0,4,505000
6762818988,42545,3,1.75,1640,10695,1,0,2,3,505000
6762819089,42545,3,1.5,1190,4750,1,0,0,3,500000
6762819735,42545,3,2.5,2420,7307,2,0,0,3,482000
6762820527,42545,5,3.5,2640,6895,2,0,0,3,459000
6762820685,42545,3,1,1970,22144,1,0,0,4,454000
6762820787,42545,3,1.5,2330,11740,1,0,0,3,450000
6762820788,42545,4,2.75,2310,5650,1,0,2,3,450000
6762820789,42545,2,1,1380,4390,1,0,0,4,450000
6762821227,42545,3,1.75,2030,17100,1,0,0,4,440000
